0; 0
0; 0,02
1,674007; 0,3533334
1,673897; 0,4409916
1,709293; 0,4565896
1,714816; 0,4932172
1,724669; 0,5089669
1,725632; 0,5208225
1,726276; 0,5298418
1,726585; 0,5371695
1,72651; 0,5494972
1,725614; 0,5620005
1,724797; 0,5729461
1,722801; 0,5833613
1,721279; 0,5953801
1,719668; 0,6042157
1,718824; 0,6167409
1,718684; 0,6260555
1,71915; 0,6371419
1,720529; 0,6500003
1,722313; 0,6583484
1,724284; 0,6764081
1,72673; 0,6910011
1,729075; 0,6997536
1,73131; 0,7050936
1,733013; 0,7144811
1,734274; 0,7265458
1,73499; 0,7396464
1,735286; 0,7489662
1,734838; 0,7599759
1,733786; 0,7726032
1,732385; 0,7824727
1,730802; 0,7944109
1,728706; 0,8036922
1,726459; 0,8151311
1,724; 0,8263161
1,720875; 0,838142
1,716796; 0,8497378
1,712016; 0,8614485
1,705672; 0,8710905
1,699159; 0,8833529
1,692202; 0,893711
1,686004; 0,9043674
1,681187; 0,9185655
1,678772; 0,9286984
1,678783; 0,9393231
1,680364; 0,9503024
1,684971; 0,9618269
1,689284; 0,9726557
1,694046; 0,9841855
1,699499; 0,9949878
1,70488; 1,006611
1,710137; 1,016489
1,714581; 1,029155
1,718352; 1,040129
1,72138; 1,05256
1,723653; 1,063157
1,725346; 1,074203
1,726173; 1,086585
1,726829; 1,095086
1,726306; 1,107955
1,725933; 1,118187
1,724649; 1,129288
1,723158; 1,139817
1,721414; 1,151545
1,719803; 1,163328
1,717815; 1,177179
1,716125; 1,186489
1,71473; 1,198826
1,71365; 1,211099
1,712843; 1,223348
1,712832; 1,233713
1,713538; 1,246739
1,714671; 1,257361
1,716207; 1,266353
1,717559; 1,278315
1,718869; 1,288855
1,720017; 1,302257
1,721112; 1,311892
1,722016; 1,323389
1,722734; 1,334454
1,723103; 1,346313
1,723294; 1,35729
1,722947; 1,368042
1,721946; 1,378675
1,720604; 1,389967
1,718413; 1,402399
1,715718; 1,41208
1,712301; 1,424629
1,708061; 1,437298
1,703567; 1,44766
1,697934; 1,457147
1,692176; 1,470043
1,685916; 1,479788
1,679914; 1,492914
1,674424; 1,503439
1,669431; 1,514273
1,664999; 1,528912
1,661195; 1,537572
1,658419; 1,548583
1,657698; 1,562538
1,658568; 1,572217
1,662011; 1,582949
1,665622; 1,596203
1,669837; 1,606044
1,674096; 1,616979
1,678706; 1,631387
1,684095; 1,644143
1,688827; 1,656288
1,697574; 1,669091
1,700859; 1,677691
1,7034; 1,690238
1,705302; 1,701858
1,706231; 1,715831
1,706948; 1,730414
1,706818; 1,742392
1,706697; 1,752875
1,705863; 1,766142
1,704829; 1,774409
1,703243; 1,787301
1,70203; 1,797564
1,700697; 1,809246
1,699523; 1,820294
1,698588; 1,829842
1,698124; 1,840939
1,698058; 1,851081
1,69816; 1,863171
1,698678; 1,875011
1,699116; 1,885965
1,699538; 1,895653
1,699923; 1,909595
1,700098; 1,919652
1,700074; 1,929575
1,69972; 1,939043
1,699043; 1,950014
1,697887; 1,96132
1,695949; 1,972082
1,693262; 1,979997
1,69002; 1,99049
1,685726; 2,001218
1,681072; 2,012912
1,674785; 2,024835
1,667548; 2,035267
1,659964; 2,046119
1,651116; 2,055283
1,642146; 2,068357
1,633047; 2,079285
1,624352; 2,089024
1,617018; 2,10206
1,611771; 2,111583
1,608636; 2,12279
1,606526; 2,135382
1,606418; 2,146957
1,607423; 2,156762
1,609185; 2,169552
1,612058; 2,182206
1,614773; 2,192424
1,617977; 2,202115
1,621216; 2,212703
1,62399; 2,225184
1,626302; 2,235339
1,628307; 2,247991
1,629884; 2,258909
1,630666; 2,268828
1,631011; 2,278785
1,630327; 2,29053
1,629444; 2,302097
1,628445; 2,312276
1,626889; 2,323749
1,625844; 2,335623
1,625027; 2,346044
1,624105; 2,358001
1,62326; 2,370912
1,622447; 2,380228
1,621736; 2,391996
1,621371; 2,403532
1,621168; 2,415055
1,621168; 2,427082
1,621267; 2,43947
1,621675; 2,450487
1,622013; 2,460606
1,622514; 2,47132
1,62291; 2,483909
1,623104; 2,49615
1,623085; 2,506578
1,622724; 2,516381
1,622038; 2,527424
1,621269; 2,539293
1,620253; 2,551281
1,618541; 2,562012
1,61642; 2,573467
1,613987; 2,585649
1,610785; 2,596072
1,606921; 2,606516
1,602377; 2,61966
1,597397; 2,629018
1,591375; 2,640183
1,585203; 2,652431
1,577965; 2,663404
1,571287; 2,675913
1,564726; 2,687195
1,558889; 2,697337
1,553863; 2,70923
1,550116; 2,720081
1,547104; 2,730818
1,545786; 2,742016
1,546036; 2,752961
1,547159; 2,764204
1,548487; 2,776431
1,550858; 2,786029
1,553525; 2,797553
1,556186; 2,810906
1,559308; 2,82208
1,561924; 2,831931
1,564244; 2,842131
1,566133; 2,855857
1,567118; 2,864879
1,567705; 2,875931
1,567749; 2,888232
1,566681; 2,898518
