0; 0
0; 0,02
1,591109; 0,3533334
1,59112; 0,417495
1,591437; 0,4701858
1,591781; 0,4921151
1,591932; 0,5045449
1,592109; 0,5136411
1,592308; 0,5206653
1,592673; 0,5290856
1,593034; 0,5378633
1,593422; 0,5477813
1,593964; 0,5589222
1,594455; 0,5713111
1,594973; 0,5827482
1,595554; 0,5921758
1,596061; 0,6050283
1,596551; 0,6178482
1,597214; 0,6259288
1,597784; 0,6372395
1,59839; 0,6497595
1,599102; 0,6652427
1,599966; 0,675079
1,600615; 0,6830651
1,601342; 0,6961281
1,602134; 0,7036864
1,602743; 0,7168267
1,603386; 0,7295864
1,603984; 0,7439367
1,604546; 0,7523751
1,605183; 0,7633914
1,605789; 0,7742434
1,606316; 0,7872884
1,606911; 0,7964681
1,607471; 0,8081002
1,607962; 0,8157791
1,608521; 0,8282697
1,609196; 0,840726
1,609685; 0,8532358
1,610276; 0,8614538
1,61079; 0,8744147
1,611242; 0,8856021
1,611757; 0,9128801
1,61268; 0,9201083
1,613108; 0,9297186
1,613523; 0,9387547
1,613841; 0,9515361
1,614204; 0,9637818
1,614547; 0,9750605
1,614765; 0,9830756
1,615049; 0,995353
1,615428; 1,007968
1,615588; 1,015903
1,615845; 1,03094
1,616134; 1,041119
1,616323; 1,056431
1,616505; 1,067597
1,616788; 1,075802
1,616886; 1,084797
1,61704; 1,101039
1,617288; 1,109
1,617411; 1,118612
1,61757; 1,132816
1,617573; 1,142208
1,617647; 1,155579
1,617777; 1,165324
1,61809; 1,174027
1,618061; 1,186258
1,618105; 1,199042
1,618307; 1,210965
1,618345; 1,224297
1,618425; 1,232757
1,618577; 1,24303
1,618603; 1,255015
1,618783; 1,264449
1,61895; 1,277018
1,618978; 1,288764
1,619062; 1,299327
1,61919; 1,308393
1,61918; 1,321244
1,61934; 1,332212
1,619473; 1,343277
1,619485; 1,358501
1,619572; 1,374043
1,619657; 1,381577
1,619629; 1,393232
1,619623; 1,40379
1,619713; 1,413033
1,619671; 1,42298
1,619776; 1,430898
1,619847; 1,44201
1,619771; 1,454611
1,619698; 1,463865
1,619705; 1,476167
1,619628; 1,486781
1,619714; 1,497231
1,619787; 1,507756
1,619767; 1,521568
1,619881; 1,5337
1,619986; 1,543864
1,619972; 1,555152
1,619997; 1,564248
1,620048; 1,577347
1,620021; 1,586836
1,620064; 1,600934
1,620131; 1,612879
1,620089; 1,623093
1,620183; 1,632925
1,620183; 1,643479
1,62011; 1,655162
1,620074; 1,666971
1,620136; 1,676561
1,620115; 1,687262
1,620278; 1,700543
1,620359; 1,708997
1,620345; 1,7223
1,620247; 1,733093
1,620274; 1,74339
1,620244; 1,756971
1,620277; 1,764186
1,620311; 1,778465
1,620314; 1,790655
1,620513; 1,800908
1,620588; 1,811966
1,620555; 1,824542
1,620695; 1,833545
1,620677; 1,845709
1,620738; 1,855955
1,620883; 1,868265
1,620875; 1,879366
1,620965; 1,894293
1,621109; 1,903423
1,62114; 1,912625
1,62124; 1,924115
1,621153; 1,934266
1,621195; 1,945386
1,621249; 1,956976
1,621321; 1,968289
1,621388; 1,979158
1,62146; 1,991091
1,62149; 2,003072
1,621578; 2,014729
1,621679; 2,026448
1,621846; 2,036135
1,621945; 2,047693
1,622029; 2,061136
1,622035; 2,072091
1,622091; 2,082365
1,62214; 2,094779
1,622334; 2,108572
1,622301; 2,118253
1,622322; 2,126477
1,62228; 2,139492
1,622245; 2,149038
1,622221; 2,161864
1,622332; 2,171942
1,622226; 2,181456
1,622217; 2,195484
1,622242; 2,203941
1,622201; 2,217889
1,622169; 2,22856
1,622084; 2,238733
1,621887; 2,250509
1,621687; 2,260386
1,621415; 2,273321
1,621081; 2,285283
1,620624; 2,297238
1,620175; 2,307855
1,619579; 2,332168
1,618096; 2,343271
1,617354; 2,351948
1,616632; 2,360108
1,615958; 2,373788
1,615262; 2,382657
1,614496; 2,396261
1,613463; 2,409183
1,612618; 2,420082
1,611695; 2,429623
1,610765; 2,44379
1,609995; 2,454861
1,609281; 2,467405
1,608549; 2,476468
1,607879; 2,488277
1,607255; 2,522326
1,605796; 2,536246
1,605438; 2,54594
1,604957; 2,556428
1,604491; 2,564283
1,603999; 2,575114
1,603478; 2,582078
1,602613; 2,594156
1,602425; 2,608939
1,602113; 2,623147
1,601851; 2,636549
1,601649; 2,649483
1,601041; 2,661121
1,600768; 2,671786
1,600491; 2,683497
1,600294; 2,693753
1,600076; 2,705813
1,599841; 2,716771
1,599698; 2,730224
1,599524; 2,738519
1,59931; 2,749224
1,599123; 2,763175
1,598895; 2,775237
1,598772; 2,784182
1,598775; 2,792815
1,598659; 2,805967
1,598733; 2,817115
1,598774; 2,825885
1,598889; 2,837945
1,598832; 2,851526
1,598788; 2,86094
1,598611; 2,871659
1,598614; 2,881821
1,59864; 2,895027
1,598589; 2,905054
1,59864; 2,916592
1,598715; 2,929008
